ScoreAfter10Overs,WicketsLost,RunRate,Last5OversRuns,Venue,PitchType,BattingTeam,DewPresent,FinalScore
73,5,7.3,34,Mumbai,Turning,DC,1,130
47,6,4.7,63,Chennai,Slow,MI,0,143
46,1,4.6,36,Kolkata,Turning,DC,1,123
93,6,9.3,42,Delhi,Turning,MI,1,151
95,4,9.5,26,Chennai,Turning,SRH,1,133
58,3,5.8,24,Bangalore,Turning,DC,1,127
80,2,8.0,61,Bangalore,Green,MI,0,210
52,6,5.2,58,Delhi,Turning,DC,0,133
48,5,4.8,51,Bangalore,Turning,KKR,1,129
49,4,4.9,65,Kolkata,Green,RCB,0,164
105,5,10.5,42,Kolkata,Turning,MI,0,162
57,3,5.7,28,Bangalore,Green,DC,1,129
56,1,5.6,42,Mumbai,Turning,KKR,1,146
78,4,7.8,38,Delhi,Flat,KKR,0,188
54,3,5.4,32,Kolkata,Flat,DC,1,151
83,3,8.3,23,Mumbai,Green,MI,1,145
103,1,10.3,40,Mumbai,Flat,KKR,1,234
67,2,6.7,60,Chennai,Flat,KKR,1,198
66,4,6.6,30,Delhi,Flat,MI,1,166
99,3,9.9,47,Delhi,Slow,CSK,0,189
70,5,7.0,43,Chennai,Turning,SRH,0,110
45,5,4.5,35,Mumbai,Turning,RCB,0,96
94,4,9.4,57,Bangalore,Green,CSK,0,183
82,3,8.2,53,Kolkata,Turning,KKR,0,165
107,2,10.7,32,Mumbai,Slow,CSK,0,176
61,1,6.1,21,Kolkata,Green,CSK,1,133
49,3,4.9,60,Bangalore,Flat,SRH,0,188
58,5,5.8,21,Chennai,Flat,KKR,1,127
60,4,6.0,36,Delhi,Green,MI,0,122
98,5,9.8,26,Kolkata,Turning,SRH,0,132
58,4,5.8,59,Chennai,Turning,CSK,0,142
70,4,7.0,32,Bangalore,Green,RCB,1,142
65,0,6.5,55,Delhi,Green,DC,1,176
75,0,7.5,20,Chennai,Flat,SRH,1,159
56,6,5.6,52,Chennai,Flat,RCB,0,163
82,2,8.2,49,Chennai,Flat,MI,0,217
82,2,8.2,63,Bangalore,Slow,DC,0,189
50,0,5.0,28,Mumbai,Turning,RCB,1,154
79,5,7.9,25,Bangalore,Turning,MI,0,124
96,3,9.6,37,Delhi,Slow,KKR,0,162
61,5,6.1,23,Mumbai,Flat,KKR,1,151
101,1,10.1,59,Delhi,Turning,SRH,0,217
61,3,6.1,51,Chennai,Slow,KKR,0,141
78,5,7.8,40,Chennai,Green,DC,1,141
57,3,5.7,62,Mumbai,Slow,RCB,1,171
51,0,5.1,61,Mumbai,Slow,KKR,0,168
107,2,10.7,35,Bangalore,Turning,CSK,0,182
93,3,9.3,35,Chennai,Slow,KKR,1,157
108,3,10.8,40,Chennai,Slow,DC,0,170
96,3,9.6,22,Kolkata,Flat,CSK,1,193
110,4,11.0,33,Delhi,Turning,RCB,0,185
73,6,7.3,49,Bangalore,Slow,DC,1,162
102,0,10.2,26,Mumbai,Flat,RCB,1,234
82,4,8.2,53,Bangalore,Flat,CSK,0,202
62,6,6.2,65,Delhi,Flat,RCB,0,182
60,6,6.0,45,Mumbai,Slow,MI,1,128
98,0,9.8,60,Kolkata,Flat,KKR,1,259
109,1,10.9,51,Chennai,Flat,SRH,1,250
106,4,10.6,31,Kolkata,Green,DC,0,148
94,5,9.4,58,Kolkata,Turning,SRH,1,174
76,2,7.6,45,Bangalore,Turning,KKR,0,154
97,4,9.7,64,Kolkata,Turning,DC,1,201
72,1,7.2,33,Kolkata,Turning,DC,1,161
61,5,6.1,61,Mumbai,Turning,DC,0,156
90,4,9.0,50,Kolkata,Slow,DC,1,192
99,6,9.9,20,Kolkata,Flat,CSK,1,152
51,5,5.1,23,Mumbai,Turning,MI,1,104
77,1,7.7,23,Bangalore,Green,SRH,0,140
102,0,10.2,59,Kolkata,Green,DC,1,213
110,6,11.0,64,Bangalore,Flat,KKR,1,238
85,4,8.5,23,Chennai,Turning,MI,1,143
73,5,7.3,65,Bangalore,Green,DC,0,166
102,1,10.2,63,Chennai,Green,MI,0,216
50,3,5.0,37,Kolkata,Turning,MI,0,122
77,0,7.7,41,Delhi,Green,CSK,0,184
86,4,8.6,23,Kolkata,Turning,KKR,1,121
85,4,8.5,34,Mumbai,Flat,SRH,0,174
96,0,9.6,42,Mumbai,Green,DC,1,192
91,2,9.1,33,Kolkata,Slow,SRH,0,152
89,3,8.9,35,Kolkata,Green,CSK,1,157
59,3,5.9,36,Kolkata,Turning,CSK,1,128
110,3,11.0,51,Chennai,Turning,DC,0,184
110,0,11.0,26,Mumbai,Flat,DC,0,206
72,6,7.2,63,Delhi,Flat,MI,1,203
54,5,5.4,63,Mumbai,Flat,KKR,1,172
56,0,5.6,23,Mumbai,Turning,SRH,0,124
74,2,7.4,46,Delhi,Slow,DC,1,169
85,0,8.5,44,Chennai,Flat,DC,0,216
50,5,5.0,24,Bangalore,Flat,RCB,1,145
56,2,5.6,48,Delhi,Slow,DC,0,150
65,4,6.5,34,Mumbai,Slow,SRH,1,151
63,2,6.3,63,Bangalore,Flat,SRH,0,194
50,0,5.0,56,Kolkata,Slow,SRH,0,159
71,5,7.1,42,Mumbai,Slow,DC,0,132
68,1,6.8,59,Bangalore,Green,CSK,0,190
51,6,5.1,55,Delhi,Flat,RCB,0,160
57,1,5.7,57,Delhi,Turning,RCB,0,176
75,0,7.5,38,Kolkata,Flat,MI,1,203
102,2,10.2,59,Bangalore,Green,SRH,1,225
85,3,8.5,30,Chennai,Turning,MI,0,149
100,2,10.0,43,Mumbai,Turning,KKR,1,188
90,6,9.0,39,Delhi,Flat,MI,0,191
80,6,8.0,28,Kolkata,Green,RCB,0,137
54,0,5.4,52,Chennai,Slow,SRH,0,175
49,4,4.9,36,Kolkata,Slow,DC,0,111
95,1,9.5,57,Bangalore,Green,KKR,0,208
91,4,9.1,20,Mumbai,Green,SRH,0,132
65,1,6.5,56,Kolkata,Green,DC,1,190
90,0,9.0,34,Delhi,Green,CSK,1,175
74,0,7.4,62,Mumbai,Turning,KKR,1,214
103,0,10.3,22,Bangalore,Flat,DC,1,222
78,4,7.8,54,Kolkata,Green,KKR,1,167
54,4,5.4,36,Delhi,Green,SRH,1,116
89,3,8.9,50,Kolkata,Flat,SRH,0,202
66,1,6.6,24,Kolkata,Turning,MI,0,120
65,2,6.5,58,Chennai,Green,KKR,1,181
59,3,5.9,63,Delhi,Slow,MI,0,178
97,0,9.7,35,Chennai,Green,SRH,0,166
110,0,11.0,56,Mumbai,Flat,MI,1,279
68,4,6.8,45,Kolkata,Flat,DC,1,190
55,1,5.5,48,Kolkata,Slow,KKR,0,150
97,4,9.7,29,Kolkata,Green,SRH,1,142
88,3,8.8,58,Kolkata,Flat,MI,1,221
61,0,6.1,21,Mumbai,Slow,MI,0,131
105,4,10.5,58,Chennai,Flat,CSK,1,234
61,4,6.1,54,Chennai,Slow,SRH,1,147
50,5,5.0,53,Delhi,Green,KKR,1,133
57,3,5.7,28,Bangalore,Slow,MI,0,124
97,2,9.7,32,Chennai,Flat,SRH,0,192
45,3,4.5,61,Mumbai,Turning,KKR,1,140
64,3,6.4,61,Kolkata,Turning,RCB,1,177
91,4,9.1,37,Delhi,Green,KKR,1,153
92,4,9.2,55,Delhi,Turning,RCB,1,198
95,5,9.5,28,Chennai,Green,KKR,0,129
72,4,7.2,45,Bangalore,Flat,MI,1,206
45,6,4.5,25,Mumbai,Slow,SRH,1,79
53,2,5.3,34,Bangalore,Flat,SRH,0,166
94,3,9.4,59,Kolkata,Turning,DC,0,200
67,5,6.7,51,Delhi,Flat,MI,1,174
49,6,4.9,58,Kolkata,Green,SRH,0,131
49,2,4.9,35,Chennai,Green,CSK,1,133
96,2,9.6,62,Delhi,Slow,SRH,0,209
46,5,4.6,65,Chennai,Flat,SRH,1,178
89,2,8.9,37,Mumbai,Green,KKR,1,179
45,2,4.5,31,Delhi,Flat,SRH,0,142
82,2,8.2,27,Kolkata,Turning,SRH,1,149
101,3,10.1,56,Delhi,Green,RCB,1,217
103,4,10.3,21,Delhi,Flat,RCB,0,183
73,5,7.3,64,Mumbai,Turning,KKR,1,173
46,5,4.6,36,Mumbai,Turning,CSK,1,111
88,0,8.8,55,Mumbai,Slow,RCB,1,213
79,1,7.9,63,Mumbai,Slow,DC,0,193
75,6,7.5,36,Mumbai,Green,MI,0,144
90,1,9.0,26,Chennai,Flat,DC,1,192
45,6,4.5,54,Chennai,Slow,RCB,1,135
80,3,8.0,31,Kolkata,Turning,KKR,0,148
61,0,6.1,53,Delhi,Slow,SRH,0,174
89,3,8.9,63,Mumbai,Slow,CSK,1,200
46,0,4.6,63,Mumbai,Slow,SRH,0,168
91,4,9.1,36,Mumbai,Turning,MI,1,161
88,2,8.8,31,Delhi,Slow,MI,1,178
92,2,9.2,45,Bangalore,Slow,MI,0,196
74,6,7.4,26,Bangalore,Green,SRH,1,132
93,1,9.3,29,Mumbai,Slow,CSK,0,170
108,1,10.8,60,Kolkata,Turning,KKR,1,215
51,3,5.1,26,Mumbai,Flat,MI,1,149
57,3,5.7,41,Bangalore,Turning,RCB,1,143
47,3,4.7,27,Bangalore,Green,SRH,0,116
81,2,8.1,40,Kolkata,Slow,DC,1,182
55,3,5.5,59,Bangalore,Slow,DC,0,175
66,5,6.6,41,Delhi,Slow,CSK,0,124
88,1,8.8,40,Bangalore,Turning,DC,1,182
95,2,9.5,48,Bangalore,Slow,KKR,0,188
47,1,4.7,35,Bangalore,Flat,MI,0,164
58,0,5.8,24,Delhi,Flat,CSK,1,165
55,0,5.5,36,Kolkata,Green,CSK,1,140
74,1,7.4,38,Delhi,Green,MI,0,147
49,5,4.9,42,Bangalore,Slow,KKR,1,134
101,1,10.1,64,Kolkata,Green,SRH,1,225
100,4,10.0,60,Kolkata,Turning,RCB,1,205
74,6,7.4,25,Delhi,Turning,RCB,1,114
64,2,6.4,20,Chennai,Green,RCB,1,129
46,5,4.6,51,Delhi,Turning,CSK,1,132
82,4,8.2,34,Chennai,Turning,MI,1,156
100,3,10.0,35,Mumbai,Slow,KKR,0,171
55,3,5.5,60,Mumbai,Turning,RCB,1,166
69,6,6.9,24,Mumbai,Green,RCB,0,122
103,4,10.3,48,Bangalore,Slow,MI,1,186
64,0,6.4,54,Chennai,Green,CSK,1,168
61,5,6.1,48,Chennai,Green,CSK,0,115
108,1,10.8,41,Delhi,Turning,KKR,1,197
49,2,4.9,25,Mumbai,Flat,RCB,1,144
105,1,10.5,32,Bangalore,Slow,CSK,0,200
76,3,7.6,48,Mumbai,Flat,MI,1,211
57,4,5.7,62,Mumbai,Slow,KKR,1,183
86,1,8.6,60,Chennai,Flat,RCB,1,244
83,1,8.3,43,Chennai,Green,CSK,0,174
100,2,10.0,20,Mumbai,Turning,SRH,0,146
76,0,7.6,22,Kolkata,Slow,DC,0,143
56,1,5.6,30,Delhi,Flat,DC,1,177
52,0,5.2,42,Mumbai,Flat,MI,1,181
85,4,8.5,61,Bangalore,Slow,DC,0,174
93,2,9.3,28,Bangalore,Flat,KKR,1,202
82,4,8.2,64,Delhi,Green,SRH,0,181
89,2,8.9,49,Bangalore,Green,CSK,0,185
82,6,8.2,36,Kolkata,Turning,KKR,0,139
109,3,10.9,31,Chennai,Turning,SRH,0,156
53,5,5.3,54,Delhi,Green,SRH,1,145
64,4,6.4,38,Bangalore,Slow,DC,1,131
57,4,5.7,62,Chennai,Flat,MI,0,197
49,1,4.9,26,Delhi,Green,CSK,0,120
94,5,9.4,51,Kolkata,Turning,CSK,1,161
54,0,5.4,33,Delhi,Flat,KKR,0,166
98,6,9.8,43,Chennai,Turning,SRH,0,155
54,6,5.4,39,Chennai,Green,SRH,0,91
74,4,7.4,44,Mumbai,Green,SRH,0,151
67,4,6.7,55,Delhi,Flat,DC,1,194
103,5,10.3,62,Delhi,Flat,MI,0,231
96,4,9.6,41,Mumbai,Slow,RCB,1,190
86,6,8.6,43,Delhi,Slow,DC,1,159
75,4,7.5,54,Mumbai,Slow,SRH,1,168
102,3,10.2,45,Chennai,Flat,RCB,0,220
62,2,6.2,20,Bangalore,Green,MI,1,116
80,4,8.0,52,Kolkata,Green,CSK,0,161
90,1,9.0,28,Bangalore,Turning,SRH,0,150
77,6,7.7,39,Chennai,Slow,SRH,0,139
54,5,5.4,40,Delhi,Green,KKR,0,123
83,0,8.3,56,Delhi,Flat,CSK,1,227
100,3,10.0,27,Mumbai,Flat,DC,1,180
84,4,8.4,22,Bangalore,Green,RCB,0,133
51,5,5.1,45,Delhi,Flat,MI,1,154
95,1,9.5,28,Bangalore,Flat,KKR,0,205
96,2,9.6,25,Delhi,Slow,DC,0,170
62,3,6.2,55,Mumbai,Slow,KKR,0,168
76,1,7.6,24,Bangalore,Slow,RCB,0,149
97,3,9.7,43,Bangalore,Green,RCB,1,199
48,6,4.8,39,Mumbai,Turning,SRH,1,107
63,3,6.3,22,Mumbai,Green,DC,1,109
55,0,5.5,23,Mumbai,Green,RCB,0,132
59,2,5.9,48,Delhi,Flat,RCB,0,197
72,1,7.2,54,Kolkata,Turning,SRH,1,177
63,5,6.3,64,Chennai,Slow,SRH,0,148
66,0,6.6,38,Mumbai,Turning,CSK,1,163
46,0,4.6,44,Bangalore,Turning,CSK,0,137
94,1,9.4,44,Kolkata,Flat,RCB,1,241
56,1,5.6,32,Kolkata,Slow,SRH,0,119
76,4,7.6,39,Bangalore,Slow,KKR,0,141
89,5,8.9,42,Bangalore,Turning,MI,1,174
52,5,5.2,36,Delhi,Flat,SRH,1,134
64,2,6.4,45,Mumbai,Flat,DC,1,188
74,3,7.4,35,Kolkata,Green,KKR,1,162
87,3,8.7,54,Mumbai,Green,DC,0,184
70,6,7.0,28,Bangalore,Green,KKR,0,123
65,2,6.5,24,Kolkata,Flat,MI,1,174
63,5,6.3,21,Bangalore,Slow,KKR,1,117
80,1,8.0,32,Chennai,Green,MI,0,166
79,4,7.9,56,Kolkata,Green,SRH,0,157
48,2,4.8,25,Delhi,Green,SRH,1,118
92,1,9.2,44,Delhi,Slow,MI,0,184
73,0,7.3,46,Chennai,Turning,KKR,0,175
70,6,7.0,33,Chennai,Green,KKR,1,128
86,6,8.6,49,Mumbai,Slow,KKR,0,168
93,5,9.3,40,Delhi,Flat,SRH,0,182
103,6,10.3,22,Mumbai,Slow,DC,0,144
94,4,9.4,60,Chennai,Green,RCB,1,196
83,6,8.3,38,Delhi,Green,KKR,1,148
51,5,5.1,53,Mumbai,Slow,DC,1,128
109,0,10.9,31,Kolkata,Green,KKR,1,191
102,0,10.2,31,Delhi,Green,KKR,0,178
86,5,8.6,61,Mumbai,Flat,CSK,0,215
102,5,10.2,43,Chennai,Slow,DC,0,165
93,0,9.3,30,Bangalore,Green,MI,0,172
51,3,5.1,39,Bangalore,Slow,RCB,0,132
61,1,6.1,20,Kolkata,Turning,CSK,1,120
108,4,10.8,20,Kolkata,Slow,MI,0,162
105,3,10.5,46,Delhi,Flat,SRH,0,207
80,4,8.0,60,Kolkata,Green,CSK,0,162
52,5,5.2,42,Chennai,Green,CSK,1,113
56,0,5.6,26,Delhi,Green,MI,1,144
67,3,6.7,57,Bangalore,Flat,CSK,1,198
92,3,9.2,24,Delhi,Flat,RCB,1,179
60,5,6.0,37,Bangalore,Slow,SRH,0,133
71,4,7.1,23,Chennai,Flat,KKR,1,149
85,2,8.5,53,Kolkata,Turning,MI,1,187
108,3,10.8,31,Kolkata,Green,DC,1,164
45,0,4.5,21,Delhi,Flat,DC,0,151
98,3,9.8,22,Bangalore,Turning,SRH,0,132
70,5,7.0,38,Bangalore,Flat,RCB,1,180
86,6,8.6,20,Chennai,Turning,RCB,1,130
48,6,4.8,31,Mumbai,Turning,RCB,1,119
105,6,10.5,22,Mumbai,Slow,MI,1,168
87,3,8.7,46,Chennai,Turning,SRH,1,165
47,1,4.7,56,Bangalore,Turning,CSK,0,147
48,2,4.8,44,Kolkata,Green,SRH,1,125
59,6,5.9,39,Bangalore,Flat,RCB,1,151
108,1,10.8,43,Delhi,Turning,MI,1,193
59,2,5.9,22,Mumbai,Flat,KKR,0,161
106,4,10.6,29,Mumbai,Turning,KKR,1,174
86,1,8.6,26,Kolkata,Green,MI,0,157
94,5,9.4,53,Chennai,Flat,RCB,0,215
56,2,5.6,49,Chennai,Flat,SRH,1,162
84,5,8.4,33,Bangalore,Green,MI,1,145
85,6,8.5,48,Chennai,Turning,MI,0,141
59,0,5.9,59,Kolkata,Flat,MI,1,216
85,2,8.5,29,Bangalore,Green,MI,0,155
88,4,8.8,48,Chennai,Green,CSK,1,181
51,0,5.1,44,Chennai,Flat,KKR,1,172
102,4,10.2,42,Bangalore,Turning,MI,0,192
104,4,10.4,28,Chennai,Slow,CSK,1,157
104,3,10.4,34,Mumbai,Green,SRH,1,190
91,3,9.1,31,Bangalore,Turning,KKR,1,146
53,3,5.3,27,Bangalore,Slow,KKR,0,117
89,4,8.9,56,Mumbai,Flat,KKR,0,208
54,6,5.4,39,Kolkata,Slow,KKR,1,112
76,4,7.6,30,Delhi,Slow,CSK,1,132
100,6,10.0,47,Kolkata,Turning,SRH,0,147
54,5,5.4,65,Kolkata,Slow,CSK,1,152
57,6,5.7,48,Mumbai,Turning,KKR,0,128
58,5,5.8,58,Delhi,Turning,KKR,0,128
72,6,7.2,28,Kolkata,Flat,MI,0,145
82,3,8.2,59,Kolkata,Slow,MI,0,195
85,2,8.5,56,Bangalore,Slow,DC,1,187
46,4,4.6,52,Delhi,Green,RCB,0,136
51,0,5.1,65,Kolkata,Turning,CSK,1,186
48,1,4.8,47,Kolkata,Slow,DC,1,158
93,3,9.3,44,Delhi,Green,DC,0,171
62,1,6.2,55,Delhi,Turning,KKR,0,160
61,1,6.1,20,Chennai,Flat,MI,1,163
100,1,10.0,25,Mumbai,Slow,KKR,1,186
68,3,6.8,52,Delhi,Slow,KKR,1,163
68,3,6.8,58,Chennai,Slow,DC,0,173
109,2,10.9,46,Kolkata,Turning,CSK,0,194
106,5,10.6,43,Chennai,Slow,DC,0,161
80,3,8.0,53,Chennai,Flat,MI,1,212
54,5,5.4,60,Kolkata,Turning,SRH,0,147
88,4,8.8,20,Delhi,Slow,SRH,1,141
87,3,8.7,42,Bangalore,Turning,MI,0,176
83,5,8.3,56,Bangalore,Flat,DC,1,208
66,4,6.6,23,Bangalore,Flat,RCB,1,149
61,4,6.1,24,Bangalore,Turning,MI,1,111
77,0,7.7,27,Kolkata,Green,SRH,0,155
102,2,10.2,31,Bangalore,Green,KKR,0,188
49,2,4.9,25,Mumbai,Green,KKR,1,129
94,1,9.4,62,Delhi,Green,MI,1,205
78,6,7.8,27,Chennai,Green,KKR,1,121
83,3,8.3,54,Mumbai,Slow,DC,1,187
78,1,7.8,53,Delhi,Flat,RCB,1,223
85,4,8.5,63,Chennai,Flat,SRH,1,227
100,4,10.0,61,Bangalore,Turning,RCB,1,220
57,2,5.7,61,Kolkata,Slow,KKR,0,179
69,4,6.9,41,Mumbai,Turning,SRH,0,140
46,6,4.6,24,Chennai,Slow,CSK,0,88
102,2,10.2,34,Bangalore,Turning,MI,0,164
56,0,5.6,58,Mumbai,Flat,DC,0,190
61,3,6.1,62,Kolkata,Green,CSK,0,155
82,3,8.2,62,Chennai,Slow,RCB,1,208
86,2,8.6,30,Chennai,Turning,CSK,1,146
87,0,8.7,36,Bangalore,Green,KKR,0,182
70,4,7.0,45,Mumbai,Slow,CSK,0,154
100,1,10.0,59,Chennai,Slow,DC,1,204
49,0,4.9,24,Kolkata,Turning,KKR,0,130
108,1,10.8,61,Chennai,Flat,DC,1,245
64,5,6.4,41,Delhi,Flat,SRH,1,160
100,3,10.0,24,Kolkata,Green,CSK,1,172
106,0,10.6,56,Kolkata,Turning,RCB,1,225
52,5,5.2,61,Chennai,Turning,SRH,1,123
103,6,10.3,38,Mumbai,Green,SRH,0,172
94,5,9.4,32,Bangalore,Slow,CSK,1,161
55,5,5.5,48,Mumbai,Green,CSK,0,115
75,3,7.5,44,Chennai,Turning,KKR,1,168
47,0,4.7,41,Chennai,Turning,DC,0,128
60,1,6.0,61,Kolkata,Slow,DC,0,184
74,0,7.4,22,Mumbai,Slow,DC,0,149
50,1,5.0,64,Mumbai,Flat,MI,0,218
84,6,8.4,26,Delhi,Green,SRH,0,131
58,0,5.8,51,Kolkata,Green,CSK,0,161
88,6,8.8,63,Delhi,Turning,CSK,0,164
72,6,7.2,22,Kolkata,Green,RCB,0,101
80,1,8.0,46,Mumbai,Turning,SRH,0,168
76,4,7.6,22,Mumbai,Flat,DC,1,166
65,0,6.5,51,Chennai,Flat,CSK,0,212
56,5,5.6,61,Kolkata,Turning,KKR,1,154
61,1,6.1,29,Bangalore,Slow,KKR,0,161
67,4,6.7,64,Chennai,Green,DC,1,170
56,5,5.6,39,Bangalore,Slow,CSK,0,118
60,4,6.0,26,Kolkata,Turning,SRH,0,101
71,2,7.1,23,Mumbai,Flat,MI,1,171
67,1,6.7,62,Chennai,Flat,DC,1,206
71,3,7.1,36,Bangalore,Slow,CSK,0,158
51,4,5.1,31,Mumbai,Flat,KKR,0,130
75,5,7.5,48,Kolkata,Turning,KKR,0,152
86,1,8.6,27,Bangalore,Green,CSK,0,168
97,6,9.7,32,Delhi,Green,CSK,1,151
107,0,10.7,47,Mumbai,Green,SRH,1,204
94,2,9.4,28,Delhi,Green,DC,1,155
70,2,7.0,28,Chennai,Flat,RCB,0,159
104,3,10.4,46,Mumbai,Turning,MI,1,197
65,6,6.5,60,Kolkata,Green,SRH,0,131
97,6,9.7,53,Delhi,Green,SRH,1,184
104,2,10.4,20,Delhi,Green,MI,1,166
73,4,7.3,29,Kolkata,Flat,KKR,0,144
105,5,10.5,52,Chennai,Slow,SRH,1,187
57,3,5.7,51,Mumbai,Flat,SRH,0,183
97,1,9.7,28,Bangalore,Turning,MI,0,157
106,5,10.6,39,Mumbai,Slow,SRH,0,171
104,6,10.4,28,Delhi,Green,RCB,1,166
45,6,4.5,60,Chennai,Slow,DC,1,133
49,2,4.9,47,Bangalore,Green,DC,0,146
87,5,8.7,23,Kolkata,Turning,CSK,0,118
91,3,9.1,59,Chennai,Turning,RCB,0,196
53,4,5.3,65,Mumbai,Green,RCB,0,168
59,5,5.9,50,Kolkata,Green,DC,0,127
90,2,9.0,52,Delhi,Turning,CSK,0,177
89,3,8.9,51,Kolkata,Flat,KKR,1,213
92,6,9.2,63,Chennai,Green,KKR,0,164
95,1,9.5,38,Chennai,Flat,MI,1,203
63,3,6.3,29,Mumbai,Flat,RCB,1,176
61,3,6.1,42,Delhi,Slow,DC,0,136
69,0,6.9,21,Mumbai,Turning,KKR,1,147
86,3,8.6,57,Kolkata,Slow,KKR,1,197
61,6,6.1,39,Mumbai,Turning,MI,1,119
81,6,8.1,23,Mumbai,Turning,RCB,1,142
66,4,6.6,30,Kolkata,Turning,MI,0,131
64,1,6.4,35,Chennai,Flat,RCB,0,179
78,2,7.8,31,Mumbai,Flat,DC,1,179
63,2,6.3,48,Kolkata,Green,SRH,1,143
48,3,4.8,51,Mumbai,Slow,RCB,0,139
109,2,10.9,61,Bangalore,Slow,RCB,0,246
101,2,10.1,64,Chennai,Slow,CSK,0,219
59,2,5.9,21,Delhi,Green,KKR,1,109
86,0,8.6,58,Mumbai,Green,RCB,0,199
55,4,5.5,48,Chennai,Slow,MI,1,140
110,0,11.0,62,Bangalore,Slow,MI,1,247
94,2,9.4,20,Bangalore,Turning,RCB,1,162
56,1,5.6,48,Delhi,Slow,RCB,0,177
99,5,9.9,46,Mumbai,Flat,MI,0,200
105,6,10.5,53,Bangalore,Flat,SRH,1,203
45,3,4.5,60,Bangalore,Slow,MI,1,172
62,1,6.2,31,Delhi,Turning,SRH,1,120
83,6,8.3,57,Bangalore,Slow,SRH,1,166
48,6,4.8,20,Mumbai,Turning,RCB,1,78
81,3,8.1,31,Delhi,Green,CSK,0,152
80,3,8.0,24,Kolkata,Turning,SRH,1,133
100,6,10.0,36,Delhi,Flat,RCB,0,203
78,1,7.8,57,Chennai,Green,RCB,1,210
62,2,6.2,30,Chennai,Turning,RCB,1,140
90,0,9.0,38,Bangalore,Flat,SRH,0,221
68,6,6.8,26,Kolkata,Green,SRH,1,120
85,6,8.5,63,Bangalore,Turning,DC,1,163
90,6,9.0,29,Chennai,Green,SRH,1,127
107,3,10.7,41,Mumbai,Flat,MI,0,221
73,6,7.3,32,Kolkata,Flat,KKR,1,169
54,0,5.4,28,Chennai,Slow,RCB,1,154
91,1,9.1,48,Kolkata,Turning,MI,1,176
60,1,6.0,28,Mumbai,Green,RCB,0,134
61,0,6.1,47,Chennai,Flat,CSK,1,202
100,0,10.0,32,Chennai,Flat,DC,0,207
60,2,6.0,22,Chennai,Turning,DC,0,116
57,6,5.7,27,Kolkata,Green,SRH,0,83
89,0,8.9,25,Mumbai,Turning,SRH,1,158
65,6,6.5,52,Kolkata,Green,SRH,0,121
46,4,4.6,33,Mumbai,Turning,MI,0,115
57,1,5.7,52,Delhi,Turning,DC,0,152
58,1,5.8,42,Delhi,Slow,MI,0,155
59,6,5.9,40,Chennai,Slow,CSK,0,116
91,5,9.1,38,Kolkata,Flat,CSK,1,184
59,3,5.9,38,Delhi,Turning,DC,1,121
97,2,9.7,47,Mumbai,Flat,KKR,1,217
46,5,4.6,51,Chennai,Slow,KKR,0,115
63,3,6.3,45,Kolkata,Flat,DC,0,158
91,1,9.1,41,Mumbai,Slow,CSK,0,197
99,5,9.9,51,Bangalore,Turning,DC,1,175
105,5,10.5,58,Delhi,Slow,SRH,1,187
103,0,10.3,27,Bangalore,Slow,KKR,0,196
62,0,6.2,26,Chennai,Flat,KKR,0,155
93,4,9.3,63,Bangalore,Green,RCB,0,215
54,5,5.4,53,Delhi,Slow,MI,1,154
108,3,10.8,52,Bangalore,Turning,SRH,0,211
49,3,4.9,27,Delhi,Slow,RCB,1,125
103,0,10.3,22,Mumbai,Turning,DC,0,168
100,1,10.0,39,Delhi,Slow,CSK,1,201
105,3,10.5,55,Mumbai,Flat,KKR,1,239
93,4,9.3,63,Bangalore,Turning,RCB,0,186
50,1,5.0,43,Bangalore,Flat,DC,1,176
57,3,5.7,42,Bangalore,Slow,RCB,0,160
76,1,7.6,35,Bangalore,Flat,DC,0,202
84,0,8.4,41,Mumbai,Flat,SRH,1,199
103,5,10.3,47,Kolkata,Slow,RCB,0,195
105,4,10.5,21,Bangalore,Slow,SRH,1,156
57,6,5.7,51,Chennai,Green,RCB,1,140
88,1,8.8,59,Bangalore,Turning,KKR,0,202
54,6,5.4,54,Mumbai,Turning,RCB,0,130
96,6,9.6,34,Kolkata,Flat,DC,0,175
88,2,8.8,24,Kolkata,Slow,KKR,0,150
54,5,5.4,39,Kolkata,Turning,KKR,1,107
98,3,9.8,36,Kolkata,Slow,DC,0,183
47,5,4.7,65,Kolkata,Green,SRH,1,134
104,2,10.4,60,Kolkata,Slow,SRH,0,213
70,2,7.0,49,Mumbai,Green,MI,1,186
100,3,10.0,40,Chennai,Green,KKR,1,189
81,5,8.1,30,Bangalore,Green,KKR,0,126
64,1,6.4,21,Mumbai,Turning,KKR,1,133
100,3,10.0,61,Chennai,Green,MI,1,197
48,2,4.8,37,Kolkata,Green,DC,0,137
107,6,10.7,21,Chennai,Flat,RCB,1,192
53,3,5.3,43,Chennai,Slow,DC,0,123
59,4,5.9,52,Chennai,Turning,KKR,0,129
60,6,6.0,40,Bangalore,Slow,DC,0,139
99,1,9.9,29,Chennai,Green,MI,1,176
97,2,9.7,57,Chennai,Slow,SRH,1,210
59,2,5.9,54,Delhi,Slow,DC,0,176
80,6,8.0,29,Bangalore,Slow,DC,1,147
84,0,8.4,61,Kolkata,Flat,DC,0,238
75,2,7.5,55,Delhi,Turning,DC,1,186
60,4,6.0,35,Delhi,Slow,CSK,1,146
